Country Name,Country Code,Series Name,Series Code,1980 [YR1980],2000 [YR2000],2010 [YR2010],2022 [YR2022]
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.534784048047442,4.88795213650562,-0.511146187173722,5.80000088973513
Guam,GUM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,2.26325193567601,..
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.75997816033124,3.6088687174876,2.88417542800377,4.11800416923388
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,2.50306056156042,4.81336016967553,4.69999999999999
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-15.9526514985298,5.42698736686769,4.61097090010318,3.50004959192114
Guyana,GUY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.73388972721931,-1.36380390261873,4.13844160137342,57.80022
Haiti,HTI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.37468791939079,0.870059259424892,-5.65151153448299,-1.68198397538013
Honduras,HND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.599354052523609,7.29128815869618,3.73114034433009,3.99794981468288
"Hong Kong SAR, China",HKG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.1081383964091,7.66346714088868,6.76769054741861,-3.47632986495431
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,4.47919473197571,1.0762540427767,4.5779057692603
Iceland,ISL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,4.98504277020335,-2.83277491540855,6.44456632472379
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.7358215288198,3.84099115681285,8.49758470158106,7.00295154446648
Indonesia,IDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10,4.9200677470169,6.22385418062366,5.30859500543608
"Iran, Islamic Rep.",IRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-21.5996493516923,5.84552747578222,5.79793830169604,2.74916614074989
Iraq,IRQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,24.7537268454301,16.9216656853992,6.40256484471193,7.00874522294257
Ireland,IRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.07932969599275,9.40352464209762,1.68297153835975,11.9695802975001
Isle of Man,IMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,5.30000152552805,3.39999842395957,..
Israel,ISR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,8.67165527699174,5.66851511790733,6.4646684464545
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.4300164144226,3.78695514323979,1.71329583916922,3.67468325490428
Jamaica,JAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-5.71415924592715,0.87870354796236,-1.45714720947502,4.2
Japan,JPN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.81759120761602,2.76464755143648,4.09791791930137,1.02862486644142
Jordan,JOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,11.1848464643197,4.24571192079179,2.31483422063046,2.50379638426071
Kazakhstan,KAZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,9.80000000214156,7.30000000016202,3.19999999968607
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.5919762059677,0.599695390807426,8.05847360290906,4.8466348557707
Kiribati,KIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-16.5077323500107,6.25,-1.12026026125162,1.5625
"Korea, Dem. People's Rep.",PRK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..
"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.64568764044438,9.06083332508534,6.80482491783671,2.56053743193038
Kosovo,XKX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,4.93992404687876,3.51170669162084
Kuwait,KWT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,4.69458187079211,-2.37026412020438,8.17775584614964
Kyrgyz Republic,KGZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,5.44333663314045,-0.471566601130149,7.02220882554305
Lao PDR,LAO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,5.79878232615873,8.52690551722873,2.70742652740685
Latvia,LVA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,5.67574131186166,-4.455567259981,1.97618596077666
Lebanon,LBN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,1.34187161939805,7.97513555920943,..
Lesotho,LSO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.74477923997561,3.8755468142558,5.26628065286225,0.591917768214742
Liberia,LBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,6.09982524004147,4.80811346098886
Libya,LBY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,3.6792704082,5.0272476723775,-1.23698194418768
Liechtenstein,LIE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.75867252328473,3.22019308239609,..,..
Lithuania,LTU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,3.69552542107776,1.65124065328366,1.88779539520947
Luxembourg,LUX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.840882984330605,6.93813024939334,3.76041359255095,1.5487146161739
"Macao SAR, China",MAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,5.74667709147772,25.1227596366315,-26.7614226589939
Madagascar,MDG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.952707585446319,4.45685893778607,0.619239745847793,3.796204884456
Malawi,MWI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.406746412538325,1.57607762407666,6.87406585401583,0.923436290107489
Malaysia,MYS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.44182677934407,8.85886816969386,7.42484738326097,8.69434320308062
Maldives,MDV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,3.84581039203469,7.26512906840138,12.2994864688899
Mali,MLI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-4.3258398689979,-0.0608349718131223,5.31393527895875,3.68748409792643
Malta,MLT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.04971121492007,19.6817909193016,5.5435693770699,6.85101125606155
